Gene ID	Gene Name	ERR2704715	ERR2704716	ERR2704714	ERR2704720	ERR2704719	ERR2704713	ERR2704717	ERR2704718	ERR2704712
ENSG00000227205	PFN1P9	0	0	0	0	0	0	0	0	0
ENSG00000227206		0	0	0	0	0	0	0	0	0
ENSG00000227207	RPL31P12	0	0	0	0	0	0	0	0	1
ENSG00000227209	WARS2P1	0	0	0	0	0	0	0	0	0
ENSG00000227210		2	1	10	1	1	2	3	10	9
ENSG00000227211	H3P45	0	0	0	0	0	0	0	0	0
ENSG00000227212	PFN1P6	8	6	12	10	4	11	15	15	15
ENSG00000227213	SPATA13-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227214	HCG15	4	3	7	4	8	7	8	5	12
ENSG00000227215		0	1	0	0	0	0	0	2	4
ENSG00000227217		0	0	0	0	0	0	0	0	0
ENSG00000227218		8	2	5	1	4	1	5	3	2
ENSG00000227220		0	2	1	0	0	1	3	3	2
ENSG00000227224		0	0	0	0	0	0	0	0	0
ENSG00000227225	MTND1P14	0	0	0	0	0	0	0	0	0
ENSG00000227227		1	0	0	0	0	3	0	3	0
ENSG00000227230		3	1	0	0	3	2	5	3	6
ENSG00000227232	WASH7P	13	7	17	12	12	17	21	24	41
ENSG00000227233	CICP17	0	0	0	0	0	0	0	0	0
ENSG00000227234	SPANXB1	0	0	0	2	0	0	0	0	0
ENSG00000227236		0	0	0	0	0	0	0	0	0
ENSG00000227237		0	0	0	0	0	0	0	0	0
ENSG00000227238	TTC39DP	0	0	0	0	0	0	0	0	0
ENSG00000227240		0	0	0	0	0	0	0	1	0
ENSG00000227241		0	0	0	0	0	0	0	0	0
ENSG00000227242		0	4	1	0	0	2	1	5	0
ENSG00000227243	SLAMF6P1	0	0	0	0	0	0	0	0	0
ENSG00000227244	LINC00845	0	0	0	0	0	0	0	0	0
ENSG00000227245		1	2	2	2	0	5	1	1	4
ENSG00000227247	TRIM60P13	0	0	0	0	0	0	0	0	0
ENSG00000227248	FAM155A-IT1	0	0	0	0	0	0	0	0	0
ENSG00000227249		1	0	0	0	0	0	2	0	0
ENSG00000227251	TRIM60P9Y	0	0	0	0	0	0	0	0	0
ENSG00000227252		7	7	6	5	12	8	20	14	3
ENSG00000227253		3	9	1	2	2	4	6	3	4
ENSG00000227254	VDAC1P12	0	0	0	0	0	0	0	0	0
ENSG00000227255	CDRT15P2	0	0	1	0	0	0	0	0	0
ENSG00000227256	MIS18A-AS1	2	3	1	2	0	1	11	4	2
ENSG00000227257		0	0	0	0	0	0	0	0	0
ENSG00000227258	SMIM2-AS1	8	24	22	4	10	3	27	2	11
ENSG00000227259	HMGN2P22	0	0	0	0	0	0	0	0	0
ENSG00000227260	LINC01985	0	0	0	1	0	1	0	0	3
ENSG00000227261	YWHAZP7	0	0	0	0	0	0	0	0	0
ENSG00000227262	HCG4B	4	1	2	0	1	0	3	6	4
ENSG00000227264	ACTR3BP5	0	0	0	0	0	0	0	0	0
ENSG00000227265	GXYLT1P7	0	0	0	0	0	0	0	0	0
ENSG00000227267		0	0	0	0	0	0	2	0	3
ENSG00000227268	KLLN	5	4	16	6	5	4	8	11	5
ENSG00000227269		0	0	0	0	0	0	0	0	0
ENSG00000227270		0	0	0	0	0	0	0	0	0
ENSG00000227271	RPL39P25	0	0	0	0	0	0	0	0	0
ENSG00000227274	MYOCD-AS1	0	1	0	3	0	0	5	0	1
ENSG00000227275	MTND6P10	0	0	0	0	0	0	0	0	0
ENSG00000227278		0	0	0	0	0	0	0	0	0
ENSG00000227279		20	16	6	12	10	23	24	5	23
ENSG00000227282		0	0	0	0	0	0	0	0	0
ENSG00000227283	RPL35AP12	0	0	0	0	0	0	0	0	0
ENSG00000227284	MARK2P10	0	0	0	0	0	0	0	0	0
ENSG00000227288	ARID3BP1	4	7	2	1	1	2	6	5	2
ENSG00000227289	HSFY3P	0	0	1	0	0	0	0	2	0
ENSG00000227290	LINC01364	1	0	0	0	0	0	0	0	0
ENSG00000227291		0	0	0	0	0	0	0	0	0
ENSG00000227292		0	0	0	0	0	0	0	0	0
ENSG00000227293		0	0	0	0	0	0	0	0	0
ENSG00000227294		0	0	0	0	0	0	0	2	0
ENSG00000227295	ELL2P1	4	2	1	2	3	3	1	1	2
ENSG00000227297		0	0	0	0	0	0	0	0	0
ENSG00000227298	ARAFP3	0	0	0	0	0	0	0	0	0
ENSG00000227300	KRT16P2	0	0	0	0	0	0	0	1	0
ENSG00000227301		2	0	0	0	2	0	0	1	1
ENSG00000227302	SSXP9	0	0	0	0	0	0	0	0	0
ENSG00000227303		0	0	0	0	0	0	0	0	0
ENSG00000227304		0	2	2	2	0	0	3	1	2
ENSG00000227305		0	0	0	0	0	0	0	0	0
ENSG00000227306	LINC02708	0	0	0	0	0	0	0	0	0
ENSG00000227307		0	0	0	0	0	0	0	0	0
ENSG00000227308	LINC02832	0	0	0	0	0	1	0	0	0
ENSG00000227309		0	0	0	0	0	0	0	0	0
ENSG00000227311		0	0	0	0	0	0	0	0	0
ENSG00000227312		0	0	0	0	0	0	0	0	0
ENSG00000227313	LINC02630	0	0	0	0	0	0	1	0	0
ENSG00000227321	MTND4P15	0	6	1	0	2	1	7	5	1
ENSG00000227329		21	8	12	9	3	18	28	16	24
ENSG00000227330		0	0	0	0	0	0	0	0	0
ENSG00000227331	RPL7AP22	3	2	3	2	3	1	4	0	1
ENSG00000227335	IGHJ1P	0	0	0	0	0	0	0	0	0
ENSG00000227336	LINC00434	0	0	0	0	1	0	0	2	0
ENSG00000227337	RPL23AP43	0	0	0	0	0	0	0	0	0
ENSG00000227338		0	0	0	1	0	0	0	0	1
ENSG00000227339	THRAP3P1	1	0	3	2	0	2	2	5	3
ENSG00000227342	LINC00307	0	0	0	0	0	0	0	0	0
ENSG00000227343	RPL15P1	0	0	0	0	0	0	0	0	0
ENSG00000227344	HAUS6P1	0	4	0	0	1	0	2	0	3
ENSG00000227345	PARG	260	360	294	335	283	299	407	412	336
ENSG00000227347	HNRNPKP2	10	11	8	6	8	6	6	10	7
ENSG00000227348	MTND5P25	0	1	0	0	1	1	1	0	0
ENSG00000227349	CEACAMP7	0	0	0	0	0	0	0	0	0
ENSG00000227350	PPIAP88	0	0	0	0	0	0	0	0	0
ENSG00000227351	NANOGP6	0	0	0	0	0	0	0	0	0
ENSG00000227352	ARHGEF7-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227353	RAB28P3	0	0	0	0	0	0	0	0	0
ENSG00000227354	RBM26-AS1	10	5	11	9	12	7	27	25	12
ENSG00000227355		9	12	13	3	10	9	23	13	14
ENSG00000227356	LINC00866	0	0	0	0	0	0	0	0	0
ENSG00000227358		0	0	0	0	0	0	0	0	0
ENSG00000227359		4	2	2	2	0	0	0	1	1
ENSG00000227360		0	0	0	0	0	0	0	0	0
ENSG00000227361	RPS24P7	0	0	0	0	0	0	0	0	0
ENSG00000227364		0	0	0	0	0	0	0	0	0
ENSG00000227365		0	0	0	2	0	0	0	0	0
ENSG00000227367	SLC9B1P4	0	0	0	0	0	0	0	0	0
ENSG00000227368	CDK8P2	1	1	3	6	4	1	4	2	2
ENSG00000227370		15	9	6	9	2	6	6	40	8
ENSG00000227371		0	0	0	0	0	0	0	0	0
ENSG00000227372	TP73-AS1	813	885	958	657	635	548	735	933	1012
ENSG00000227373	RABGAP1L-DT	5	9	2	1	0	1	2	1	1
ENSG00000227374		3	0	1	0	1	1	0	6	0
ENSG00000227375	DLG1-AS1	0	0	0	0	0	0	2	0	0
ENSG00000227376	FTH1P16	3	5	1	4	6	12	6	2	5
ENSG00000227379	PPIAP2	0	0	1	0	1	2	0	2	0
ENSG00000227382	EIF4A2P2	1	1	1	2	0	0	1	1	2
ENSG00000227383	RPL35AP2	2	1	1	0	0	0	0	0	0
ENSG00000227386		0	0	0	0	0	0	0	0	0
ENSG00000227388		4	10	13	6	10	12	16	27	29
ENSG00000227391	SALL1P1	0	0	0	0	0	0	0	0	0
ENSG00000227392	HPN-AS1	0	0	1	0	0	0	0	0	0
ENSG00000227393		1	2	6	0	3	3	0	2	2
ENSG00000227394	RPL11P1	0	4	4	0	2	1	5	1	3
ENSG00000227395	EIF2AP4	0	1	0	0	0	2	1	1	0
ENSG00000227397		0	0	0	0	0	0	0	0	0
ENSG00000227398	KIF9-AS1	75	116	98	92	111	63	105	168	102
ENSG00000227399		0	0	0	0	0	0	0	0	0
ENSG00000227400		0	0	0	0	0	0	0	0	0
ENSG00000227401	RPL37P1	0	2	1	0	0	1	0	0	3
ENSG00000227403	LINC01806	0	0	1	3	2	0	0	3	1
ENSG00000227404	KRT8P20	0	0	0	0	0	0	0	0	0
ENSG00000227406	RNF6P1	0	0	0	0	0	0	0	0	0
ENSG00000227407		0	1	1	1	0	0	0	0	2
ENSG00000227408	AMYP1	0	0	0	0	2	0	0	0	0
ENSG00000227409	ZMYM4-AS1	1	0	0	0	0	1	0	1	0
ENSG00000227411	ACNATP	0	0	0	0	0	0	0	0	0
ENSG00000227412	STK33P1	0	0	0	0	0	0	0	0	0
ENSG00000227413		7	0	0	1	2	0	1	2	0
ENSG00000227416		0	0	0	0	0	0	0	0	0
ENSG00000227417		0	0	0	0	0	0	1	0	0
ENSG00000227418	PCGEM1	0	0	0	0	0	0	0	0	0
ENSG00000227421	LINC01724	0	0	0	0	0	0	0	0	0
ENSG00000227423	OR10U1P	0	0	0	0	0	0	0	0	0
ENSG00000227425	MRPS21P2	0	0	0	0	0	0	0	0	0
ENSG00000227426	VN1R33P	0	0	0	0	0	0	0	0	0
ENSG00000227427	MDH1P1	0	0	0	0	0	0	0	0	0
ENSG00000227430	H3P9	0	0	0	0	0	0	0	0	0
ENSG00000227431	CSE1L-AS1	0	0	0	0	0	0	1	0	1
ENSG00000227432	ASIC4-AS1	7	1	2	7	7	9	1	1	5
ENSG00000227433		0	0	0	0	0	0	0	0	0
ENSG00000227434	RNF19BPX	0	0	0	0	0	0	0	0	0
ENSG00000227436	FCF1P1	1	0	0	6	0	1	0	0	2
ENSG00000227437	RPS8P4	0	0	0	0	0	0	0	0	0
ENSG00000227438		1	0	1	0	2	1	1	0	3
ENSG00000227439	TTTY17B	0	0	0	0	0	0	0	0	0
ENSG00000227440	ATP5MC1P4	5	11	3	18	8	7	2	0	11
ENSG00000227443	H3P30	0	0	0	0	0	0	0	0	0
ENSG00000227444		0	0	0	0	0	0	0	0	0
ENSG00000227445	OR10R1P	0	0	0	0	0	0	0	0	0
ENSG00000227447	XGY1	0	0	0	0	0	0	0	0	0
ENSG00000227449	FGF7P6	0	0	0	0	0	0	0	0	0
ENSG00000227453	HNRNPA1P63	0	0	0	0	0	0	0	0	0
ENSG00000227454	MTND4P30	0	0	0	0	0	0	0	0	0
ENSG00000227455		0	0	0	0	0	0	0	0	0
ENSG00000227456	LINC00310	6	7	10	19	17	6	8	8	9
ENSG00000227459		0	0	0	0	0	0	0	0	0
ENSG00000227462	PSME2P6	0	0	0	0	0	0	1	1	0
ENSG00000227463		0	0	0	0	0	0	0	0	0
ENSG00000227465	GPN3P1	0	0	0	0	0	0	0	0	0
ENSG00000227466	PDE4B-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227467	LINC01537	0	1	5	1	0	1	0	1	1
ENSG00000227470	RPL39P16	1	1	2	2	0	2	3	6	4
ENSG00000227471	AKR1B15	0	0	0	4	3	0	0	1	2
ENSG00000227473	TSSK5P	25	8	14	13	3	10	20	36	13
ENSG00000227474	RPL6P24	0	0	0	0	0	0	0	0	0
ENSG00000227475		0	0	0	0	0	0	0	0	0
ENSG00000227477	STK4-AS1	0	0	1	2	0	0	1	0	0
ENSG00000227479		16	2	5	4	2	2	7	0	13
ENSG00000227480	CCDC148-AS1	1	2	2	0	0	0	0	0	0
ENSG00000227481		1	1	1	0	1	0	7	0	5
ENSG00000227482		0	0	0	0	2	0	0	0	0
ENSG00000227484		0	0	1	1	1	1	0	4	3
ENSG00000227485		0	0	0	0	0	0	0	0	0
ENSG00000227486		5	5	9	14	3	7	7	13	5
ENSG00000227487	NCAM1-AS1	34	50	18	22	36	33	25	14	51
ENSG00000227488	GAGE12D	0	0	0	0	0	0	0	0	0
ENSG00000227489		0	0	0	0	0	0	0	0	0
ENSG00000227491	CCNJP1	0	0	0	0	0	0	0	0	0
ENSG00000227492		6	6	3	4	9	6	3	6	12
ENSG00000227493		0	0	0	0	0	0	0	0	0
ENSG00000227494	USP9YP14	0	0	0	0	0	0	0	1	0
ENSG00000227495	KIF1C-AS1	27	33	28	34	35	38	19	15	37
ENSG00000227496		2	0	0	0	1	0	0	1	0
ENSG00000227497	PABPC1P6	0	0	0	0	0	0	0	0	0
ENSG00000227498		0	0	0	0	0	0	0	0	0
ENSG00000227499		0	0	0	0	0	0	0	0	0
ENSG00000227500	SCAMP4	727	700	814	550	503	482	603	679	1052
ENSG00000227502	MROCKI	0	2	2	0	1	1	2	3	0
ENSG00000227505	SLIRPP1	0	0	0	0	0	0	0	0	0
ENSG00000227507	LTB	15	10	13	2	5	7	8	9	12
ENSG00000227508	LINC01624	0	0	0	1	0	0	0	1	0
ENSG00000227509	LINC01839	0	0	0	0	0	0	0	0	0
ENSG00000227510	LINC01442	0	0	0	0	0	0	0	0	0
ENSG00000227511		0	0	0	0	0	0	0	0	0
ENSG00000227512		4	1	1	1	2	0	4	0	10
ENSG00000227513	ILRUNP1	0	0	0	0	0	0	0	0	0
ENSG00000227514		0	0	0	0	0	0	0	0	0
ENSG00000227515	C1DP4	0	0	0	0	0	1	0	0	0
ENSG00000227516		0	0	0	0	0	0	0	1	0
ENSG00000227517	LINC01483	0	0	0	0	0	0	2	0	0
ENSG00000227518	MIR1302-9HG	0	0	0	0	0	0	2	2	0
ENSG00000227519		0	0	0	0	0	0	0	0	0
ENSG00000227521	TUBB4BP8	0	0	0	0	0	0	0	0	0
ENSG00000227523	RPS20P15	0	0	0	0	0	0	0	1	0
ENSG00000227525	RPL7P6	1	0	0	1	4	0	3	0	2
ENSG00000227527		6	6	9	0	1	0	9	3	2
ENSG00000227528	DIAPH3-AS1	0	0	0	2	0	0	0	0	0
ENSG00000227531		0	0	0	0	0	0	0	1	0
ENSG00000227532		0	1	0	0	2	0	0	0	0
ENSG00000227533	SLC2A1-AS1	19	63	50	19	18	17	45	3	35
ENSG00000227534	AP1M2P1	0	0	0	0	0	0	0	1	0
ENSG00000227535		0	0	0	0	0	0	0	0	0
ENSG00000227536	SOCS5P4	3	4	6	1	9	6	2	5	5
ENSG00000227537		0	0	0	0	0	0	0	0	0
ENSG00000227538	HNRNPFP1	0	0	0	0	0	0	0	0	0
ENSG00000227540	DNAJC9-AS1	25	18	30	14	15	9	20	44	22
ENSG00000227541	SFR1P1	0	0	0	0	0	0	0	0	0
ENSG00000227542		6	6	9	7	7	1	9	31	6
ENSG00000227543	SPAG5-AS1	25	13	18	15	26	9	26	66	25
ENSG00000227544		102	72	99	77	54	58	147	9	126
ENSG00000227545		0	0	0	0	0	0	0	0	0
ENSG00000227547	OR4A2P	0	0	0	0	0	0	0	0	0
ENSG00000227549		0	0	0	0	0	0	0	0	0
ENSG00000227550	TRBV7-5	0	0	0	0	0	0	2	0	0
ENSG00000227551	USP17L12	0	0	0	0	0	0	0	0	0
ENSG00000227554		0	0	0	0	0	0	0	0	0
ENSG00000227555	MIR4290HG	0	0	0	0	0	0	0	1	0
ENSG00000227556		0	0	0	0	0	0	0	0	0
ENSG00000227557	MTND3P9	0	0	0	0	0	0	0	0	0
ENSG00000227560	RPS15AP30	0	0	2	0	1	0	1	4	0
ENSG00000227562		0	0	0	0	0	0	0	0	0
ENSG00000227563	RNF11P2	0	0	0	0	0	0	0	0	0
ENSG00000227564	LINC00376	0	0	0	0	0	0	0	0	0
ENSG00000227568	SNX18P26	0	0	0	0	0	0	0	0	0
ENSG00000227573		0	0	0	0	0	0	0	0	0
ENSG00000227574		0	0	0	0	0	0	0	0	0
ENSG00000227578	RPS3AP53	0	0	0	0	0	0	0	0	0
ENSG00000227579		0	0	0	0	0	1	0	0	0
ENSG00000227581	STAU2P1	10	7	10	3	5	13	14	2	16
ENSG00000227582	ADGRF5P1	0	0	11	0	0	0	17	2	0
ENSG00000227583	RPS3AP37	0	1	0	4	8	1	5	2	2
ENSG00000227584	MTND4P5	0	0	0	0	0	0	0	0	0
ENSG00000227585		0	0	0	0	0	0	0	0	0
ENSG00000227586	RPS26P39	0	0	0	0	0	0	0	0	1
ENSG00000227588	CNTN4-AS2	0	1	2	0	3	0	0	4	1
ENSG00000227589	TP73-AS3	0	0	0	0	0	0	0	0	0
ENSG00000227590	ATP5MC1P5	1	1	0	0	1	0	0	0	0
ENSG00000227591	HSD11B1-AS1	0	12	2	3	3	1	8	0	2
ENSG00000227592	PIGFP3	0	0	0	0	0	0	0	0	0
ENSG00000227593	PHBP16	0	0	0	0	0	0	0	0	0
ENSG00000227597	WASF1P1	0	0	0	0	0	0	0	0	0
ENSG00000227598		1	5	1	1	0	1	3	3	3
ENSG00000227599	PTPRT-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227602		0	0	0	0	0	0	0	0	0
ENSG00000227604	TOMM22P3	0	0	0	0	0	0	0	0	0
ENSG00000227606		0	0	0	0	0	0	0	0	0
ENSG00000227607	SUMO2P2	0	0	0	0	0	0	0	0	0
ENSG00000227609	TMEM183AP1	0	0	1	1	0	0	1	0	1
ENSG00000227610	FRMPD3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227611	LINC01074	0	0	0	0	0	0	0	0	0
ENSG00000227613	QRSL1P2	0	0	0	0	0	0	0	0	0
ENSG00000227615		74	84	97	90	127	55	59	92	86
ENSG00000227616		0	0	0	0	0	0	0	0	0
ENSG00000227617	CERS6-AS1	1	0	0	1	0	0	6	2	0
ENSG00000227619		0	0	0	0	0	0	0	0	0
ENSG00000227620	ALG1L8P	0	1	1	4	3	0	0	3	3
ENSG00000227621	PHBP11	0	0	0	0	0	0	0	0	0
ENSG00000227623		0	0	0	0	0	0	0	0	0
ENSG00000227624	SNRPEP3	0	0	0	0	0	0	0	0	0
ENSG00000227625		0	0	0	1	0	0	0	1	0
ENSG00000227627		5	7	6	3	0	3	8	11	5
ENSG00000227629	SLC25A15P1	0	1	0	0	0	0	0	0	0
ENSG00000227630	LINC01132	4	0	5	1	4	1	6	1	2
ENSG00000227632		1	5	0	0	2	0	2	12	3
ENSG00000227633	RBMY2YP	0	0	0	0	0	0	0	0	0
ENSG00000227634	LINC01714	3	3	0	1	1	0	0	0	0
ENSG00000227635	USP9YP21	0	0	0	0	0	0	0	0	0
ENSG00000227638	HNRNPA1P14	3	9	5	9	2	7	8	13	11
ENSG00000227640	SOX21-AS1	1	0	0	2	0	0	0	3	2
ENSG00000227644	HIGD1AP11	0	0	0	0	0	0	0	0	0
ENSG00000227645	RPL7P54	0	0	0	0	0	2	0	0	0
ENSG00000227646	STEAP2-AS1	1	0	0	0	0	0	0	3	0
ENSG00000227649	MTND6P32	0	0	0	0	0	0	0	0	0
ENSG00000227653	ISCA1P6	0	0	1	0	0	0	0	0	0
ENSG00000227657	SERPINA7P1	0	0	0	0	0	0	0	0	0
ENSG00000227658		0	0	0	0	0	0	0	0	0
ENSG00000227659	CLYBL-AS2	0	0	1	0	0	0	0	0	1
ENSG00000227660	UST-AS1	0	1	0	1	1	1	1	1	1
ENSG00000227661	MTCO3P18	0	0	0	0	0	0	0	0	0
ENSG00000227663	RPL7P2	0	0	0	0	0	0	0	0	0
ENSG00000227666	CYCSP24	0	1	1	3	3	2	2	3	6
ENSG00000227667		0	0	0	0	0	0	0	0	0
ENSG00000227671	ZNF731P	201	218	212	161	187	151	303	335	292
ENSG00000227673		0	0	0	0	0	0	0	0	0
ENSG00000227674	LINC00355	0	0	0	0	0	0	0	0	0
ENSG00000227676	LINC01068	0	3	0	1	4	5	1	6	3
ENSG00000227678		0	2	0	0	5	0	2	33	3
ENSG00000227679		0	0	0	0	0	0	0	0	0
ENSG00000227680		0	0	0	0	0	0	0	0	0
ENSG00000227681		0	0	0	0	0	0	0	0	0
ENSG00000227682	ATP5F1AP2	2	2	3	1	2	1	3	0	1
ENSG00000227683		0	0	2	0	0	0	0	0	0
ENSG00000227684	CROCCP4	0	1	1	0	0	0	0	0	0
ENSG00000227685	LINC02088	0	0	0	0	0	0	0	0	0
ENSG00000227687		0	0	0	0	0	0	1	0	1
ENSG00000227688	HNRNPA3P2	0	0	0	0	0	0	0	0	0
ENSG00000227689	SRP68P2	2	0	2	0	0	0	1	2	0
ENSG00000227692	MED28P3	0	3	0	1	0	0	0	0	0
ENSG00000227693	GSTM3P1	0	0	0	0	0	0	0	0	0
ENSG00000227694	RPL23AP74	0	0	0	0	0	0	0	0	0
ENSG00000227695	DNMBP-AS1	0	0	0	0	1	0	0	0	1
ENSG00000227698		4	3	7	4	3	5	6	2	1
ENSG00000227700		1	0	0	0	0	1	0	1	0
ENSG00000227702	LINC00111	0	0	0	0	0	0	0	0	0
ENSG00000227704		0	0	0	0	0	0	0	1	0
ENSG00000227705		0	0	0	1	0	0	1	0	3
ENSG00000227706		0	0	0	0	0	0	0	0	0
ENSG00000227707	SDAD1P3	0	0	0	0	0	0	0	0	0
ENSG00000227708	LINC01850	0	0	0	0	0	0	0	0	0
ENSG00000227709		0	2	0	0	0	0	0	0	0
ENSG00000227710		0	0	0	0	0	0	0	0	0
ENSG00000227711		0	0	0	0	0	0	0	0	0
ENSG00000227712		0	0	0	0	0	0	0	1	0
ENSG00000227713		0	0	0	0	0	0	0	0	0
ENSG00000227714	MTND6P18	0	0	0	0	0	0	0	0	0
ENSG00000227716		0	0	0	0	0	0	0	0	0
ENSG00000227717		0	0	0	0	0	0	0	0	0
ENSG00000227718		0	0	0	0	0	0	0	0	0
ENSG00000227719		105	82	70	66	70	46	75	2	115
ENSG00000227721	RPSAP64	0	0	0	0	0	0	0	0	0
ENSG00000227722		0	0	0	0	0	0	0	0	0
ENSG00000227723		0	2	0	2	0	0	2	0	0
ENSG00000227725	GCOM2	9	15	8	11	2	8	4	23	10
ENSG00000227726		0	0	0	0	0	0	0	0	0
ENSG00000227728		0	0	0	0	0	0	0	0	0
ENSG00000227729	RD3L	181	353	98	53	74	126	236	0	71
ENSG00000227730	MTND6P5	0	0	0	0	0	0	0	0	0
ENSG00000227733		29	13	28	30	81	18	28	47	31
ENSG00000227734		0	0	0	0	0	0	0	0	0
ENSG00000227735	CYCSP5	0	0	0	0	0	0	0	1	0
ENSG00000227736	MTCO3P16	0	0	0	0	0	0	0	0	0
ENSG00000227737	OR8B1P	0	0	0	0	0	0	0	0	0
ENSG00000227738	PSMD14P1	0	0	0	0	0	0	0	0	0
ENSG00000227740	LINC02803	3	5	3	4	4	0	5	30	5
ENSG00000227741		12	2	9	22	12	6	11	9	15
ENSG00000227742	CALR4P	4	3	5	1	1	2	5	0	2
ENSG00000227743		0	0	0	0	0	0	0	0	0
ENSG00000227744	LINC01940	2	1	5	0	1	1	1	9	3
ENSG00000227745		0	0	0	0	0	0	0	11	0
ENSG00000227747		1	0	0	0	0	0	0	0	1
ENSG00000227748		0	1	0	0	0	0	0	0	0
ENSG00000227751	RCC2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227753		0	0	0	0	0	0	0	0	0
ENSG00000227755		0	1	4	7	12	0	4	31	3
ENSG00000227757		0	0	0	0	0	0	0	0	0
ENSG00000227758		0	2	1	1	0	0	4	0	2
ENSG00000227759	VTI1BP4	0	0	0	0	0	0	0	0	0
ENSG00000227760		0	0	0	0	0	0	0	0	0
ENSG00000227762	GUSBP8	0	0	0	0	0	0	0	0	0
ENSG00000227764	LINC01693	0	0	0	0	0	0	0	0	0
ENSG00000227765	MYL12BP2	0	0	0	0	1	0	0	0	0
ENSG00000227766		0	0	0	0	0	0	0	0	0
ENSG00000227769		0	0	5	0	0	0	0	0	4
ENSG00000227770	RPL7P12	0	0	0	0	0	0	0	1	0
ENSG00000227773	ASH1L-IT1	0	0	0	1	0	1	0	0	0
ENSG00000227775		7	10	20	12	8	13	15	40	22
ENSG00000227776	AKR1D1P1	0	0	0	0	0	0	0	0	0
ENSG00000227777		1	0	1	0	0	0	0	0	0
ENSG00000227779	NDUFB3P5	0	0	0	0	0	0	0	0	0
ENSG00000227782		24	36	26	62	53	37	22	52	34
ENSG00000227784	ZNF965P	0	0	0	0	0	0	0	0	0
ENSG00000227785		0	0	0	0	0	0	0	0	0
ENSG00000227788	MTCO3P43	4	3	5	0	0	4	6	6	9
ENSG00000227789	MTCYBP7	0	0	0	0	0	0	0	0	0
ENSG00000227790	SPECC1P1	0	0	0	0	0	0	0	0	1
ENSG00000227791	RPS10P9	0	0	0	0	0	0	0	0	0
ENSG00000227795	MTND4LP9	0	0	0	0	0	0	1	0	0
ENSG00000227799	CDPF1P1	17	24	27	6	11	11	26	37	28
ENSG00000227800	IGHD4-17	0	0	0	0	0	0	0	0	0
ENSG00000227802	DNAJB3	0	0	0	0	0	0	0	0	0
ENSG00000227803		0	0	0	0	0	0	1	2	0
ENSG00000227805	RPL21P90	0	1	1	3	0	0	0	0	0
ENSG00000227806	OR5W1P	0	0	0	0	0	0	0	0	0
ENSG00000227809		0	0	0	0	0	0	0	0	0
ENSG00000227811	INKA2-AS1	24	22	36	14	8	27	25	7	31
ENSG00000227813		0	1	0	1	1	0	0	0	1
ENSG00000227814	MRPS17P9	0	0	0	0	0	0	0	0	0
ENSG00000227815		0	0	2	0	0	0	0	1	0
ENSG00000227817	ARHGAP42P1	0	0	0	0	0	0	0	0	0
ENSG00000227818		0	0	0	0	0	0	0	0	0
ENSG00000227824		0	0	0	0	0	0	0	0	0
ENSG00000227825	SLC9A7P1	15	12	19	5	15	9	15	21	22
ENSG00000227827	PKD1P2	86	10	10	57	58	4	212	86	126
ENSG00000227830	TRIM60P3Y	0	0	0	0	0	0	0	0	0
ENSG00000227832	ST13P21	0	0	0	0	0	0	0	0	0
ENSG00000227834		0	0	0	0	0	0	0	0	0
ENSG00000227835	CARM1P1	0	0	0	0	2	0	0	2	0
ENSG00000227836		1	0	1	0	0	0	0	1	0
ENSG00000227837	TRIM60P11Y	0	0	0	0	0	0	0	0	0
ENSG00000227838		0	0	0	0	0	0	0	0	1
ENSG00000227840	KRTAP8-3P	0	0	0	0	0	0	0	0	0
ENSG00000227841	MTND5P31	0	0	0	0	0	0	0	0	0
ENSG00000227842		0	0	0	0	0	0	0	0	0
ENSG00000227845		0	0	0	1	2	0	0	0	0
ENSG00000227846	UGT1A11P	0	0	0	0	0	0	0	0	0
ENSG00000227847	PPIAP93	0	0	0	0	0	0	0	0	0
ENSG00000227848	SUCLA2-AS1	0	2	0	0	3	1	1	6	2
ENSG00000227850	SEPTIN2P1	12	18	16	15	17	11	11	15	12
ENSG00000227851		0	0	0	0	0	0	0	0	0
ENSG00000227852	RPS29P17	0	0	0	0	0	0	0	0	0
ENSG00000227854		0	0	0	0	1	0	0	0	0
ENSG00000227855	DPY19L2P3	43	80	53	81	50	55	52	45	95
ENSG00000227857		1	0	2	1	2	1	0	1	0
ENSG00000227860	MTND5P18	0	0	0	0	0	0	0	0	0
ENSG00000227862	HNRNPA1P31	0	0	0	0	0	0	0	0	0
ENSG00000227863		0	0	0	0	0	0	0	0	0
ENSG00000227864	ARL5AP1	0	0	0	0	0	0	0	0	0
ENSG00000227867	ELOCP11	0	0	0	0	0	0	0	0	0
ENSG00000227868	TEX46	2	0	2	0	0	0	1	4	0
ENSG00000227869		0	0	0	0	0	1	1	0	0
ENSG00000227871	USP9YP12	0	0	0	0	0	0	0	0	0
ENSG00000227873		0	0	0	0	0	0	0	0	0
ENSG00000227874	GRAMD4P1	0	0	0	0	0	0	0	0	0
ENSG00000227875	RPL23AP89	0	0	0	0	0	0	0	0	0
